12:15:42,22.1000003815,54.9000015259,20.85
12:15:47,22.1000003815,55.0,20.85
12:15:52,22.1000003815,55.0,20.85
12:15:57,22.1000003815,54.7000007629,20.85
12:16:02,22.1000003815,54.5999984741,20.85
12:16:08,22.1000003815,54.5,20.85
12:16:13,22.1000003815,54.5,20.85
12:16:19,22.1000003815,54.0999984741,20.85
12:16:25,22.1000003815,54.0999984741,20.85
12:16:30,22.1000003815,53.7999992371,20.85
12:16:35,22.1000003815,53.7000007629,19.85
12:16:42,22.0,53.4000015259,20.85
12:16:47,22.0,53.2000007629,19.85
12:16:55,22.0,53.0,20.85
12:17:01,22.0,52.7999992371,20.85
12:17:07,22.0,52.7000007629,20.85
12:17:12,21.8999996185,52.4000015259,20.85
12:17:20,21.8999996185,52.2000007629,20.85
12:17:25,21.7999992371,51.9000015259,19.85
12:17:30,21.7999992371,51.9000015259,19.85
12:17:36,21.7999992371,51.7000007629,19.85
12:17:41,21.7000007629,51.5999984741,19.85
12:17:46,21.7000007629,51.4000015259,19.85
12:17:52,21.6000003815,51.2000007629,19.85
12:17:57,21.6000003815,51.0999984741,19.85
12:18:04,21.5,50.7999992371,19.85
12:18:10,21.3999996185,50.5,19.85
12:18:16,21.3999996185,50.4000015259,19.85
12:18:21,21.3999996185,50.2999992371,19.85
12:18:26,21.2999992371,50.0999984741,18.85
12:18:31,21.2999992371,50.0,18.85
12:18:37,21.2000007629,49.7999992371,19.85
12:18:45,21.2000007629,49.5999984741,18.85
12:18:52,21.0,49.2000007629,18.85
12:18:59,20.8999996185,49.0,18.85
12:19:04,20.8999996185,49.0,18.85
12:19:10,20.7999992371,48.7000007629,18.85
12:19:19,20.7000007629,48.4000015259,18.85
12:19:24,20.7000007629,48.2999992371,18.85
12:19:30,20.6000003815,48.0,18.85
12:19:40,20.6000003815,47.7999992371,18.85
12:19:46,20.3999996185,47.5,18.85
12:19:51,20.3999996185,47.5,17.85
12:19:56,20.2999992371,47.0999984741,17.85
12:20:03,20.2999992371,47.0,17.85
12:20:08,20.2999992371,47.0,17.85
12:20:15,20.1000003815,46.5999984741,17.85
12:20:21,20.1000003815,46.9000015259,17.85
12:20:29,20.0,46.4000015259,17.85
12:20:35,20.0,46.2000007629,17.85
12:20:40,20.0,46.2000007629,17.85
12:20:45,20.0,46.2000007629,16.85
12:20:51,19.7999992371,45.7000007629,16.85
12:20:56,19.7999992371,45.7000007629,16.85
12:21:01,19.7000007629,45.5,17.85
12:21:07,19.6000003815,45.2999992371,16.85
12:21:12,19.6000003815,45.2999992371,16.85
12:21:17,19.5,45.0999984741,16.85
12:21:22,19.5,45.0999984741,16.85
12:21:27,19.5,45.0999984741,16.85
12:21:35,19.2000007629,44.7999992371,16.85
12:21:40,19.2000007629,44.7999992371,16.85
12:21:48,19.2000007629,44.7000007629,16.85
12:21:54,19.1000003815,44.5999984741,16.85
12:22:02,19.0,44.2999992371,16.85
12:22:08,18.8999996185,44.2999992371,15.85
12:22:13,18.7999992371,44.2000007629,15.85
12:22:18,18.7000007629,44.2000007629,15.85
12:22:24,18.7000007629,44.2000007629,15.85
12:22:29,18.6000003815,44.0999984741,15.85
12:22:36,18.5,44.0,15.85
12:22:41,18.5,44.0,15.85
12:22:50,18.3999996185,44.0,15.85
12:22:55,18.3999996185,44.0,15.85
12:23:01,18.2000007629,43.7000007629,15.85
12:23:07,18.2000007629,43.7999992371,14.85
12:23:13,18.1000003815,43.7000007629,15.85
12:23:18,18.1000003815,43.7000007629,15.85
12:23:23,18.0,43.5,14.85
12:23:29,17.8999996185,43.4000015259,14.85
12:23:34,17.8999996185,43.4000015259,14.85
12:23:39,17.8999996185,43.4000015259,14.85
12:23:49,17.7999992371,43.2999992371,14.85
12:23:54,17.7000007629,43.0999984741,14.85
